Schizophrenia (%),Bipolar disorder (%),Eating disorders (%),Anxiety disorders (%),Drug use disorders (%),Alcohol use disorders (%),Depression
0.166228859,0.615300258,0.136161312,3.210630467,0.517706945,1.484807979,1
0.166014884,0.615507246,0.134572278,3.213149582,0.521288459,1.479606731,1
0.165819772,0.615738598,0.133068928,3.215993433,0.523937188,1.474095733,1
0.165655264,0.61598034,0.132146156,3.218989543,0.525107047,1.468492852,1
0.16553523,0.616215834,0.131689131,3.221812219,0.525420503,1.463131632,1
0.16538404,0.61648004,0.130904457,3.224798948,0.524541643,1.457296961,1
0.16516061,0.61679185,0.131081469,3.228075574,0.522485032,1.450443153,1
0.164935067,0.617144536,0.130607378,3.231784567,0.519842098,1.44282049,1
0.164774992,0.61751614,0.13061552,3.235746374,0.51685573,1.434860458,1
0.164747334,0.617867491,0.130784434,3.239532991,0.514410874,1.427089444,1
0.164860598,0.618220191,0.131596635,3.243619331,0.511646246,1.417396666,1
0.165061224,0.618585621,0.132210797,3.247946581,0.508746981,1.4052779,1
0.165325548,0.6189566,0.133659528,3.252181284,0.505447426,1.39327637,1
0.165629836,0.619333837,0.13523154,3.256271705,0.503529549,1.383803966,1
0.16595076,0.619708086,0.137046751,3.259866312,0.501035138,1.379408859,1
0.166511291,0.620170092,0.139243729,3.263339395,0.500738948,1.379615781,1
0.167418774,0.620768657,0.143383761,3.267077421,0.501078051,1.381686052,1
0.16846822,0.62141776,0.147988696,3.270857416,0.502118463,1.384554271,1
0.169453987,0.622037964,0.152569631,3.274588223,0.502139818,1.387103555,1
0.170158038,0.622503223,0.156364256,3.277828106,0.503414978,1.388192823,1
0.170635768,0.622816325,0.159316824,3.280661488,0.503815671,1.387894513,1
0.171096562,0.62310546,0.161690535,3.283533256,0.505659755,1.387295346,1
0.171531485,0.623366002,0.164601952,3.286418511,0.507610945,1.38636468,1
0.171928184,0.623582668,0.167412066,3.289271299,0.510054225,1.385028977,1
0.172277323,0.623747582,0.169553528,3.291955145,0.513006224,1.383269465,1
0.172569557,0.623859177,0.172163333,3.294534061,0.51624407,1.381018155,1
0.172793804,0.623903582,0.173642511,3.296906303,0.519555779,1.378244117,1
0.202691471,0.917639841,0.299442262,4.583547377,0.744806095,2.083016619,0
0.203192491,0.918253072,0.303018697,4.589122352,0.749725194,2.091996801,0
0.203628548,0.918929832,0.307213873,4.595682813,0.75314389,2.098263271,0
0.203983424,0.919625779,0.311361131,4.602689992,0.757196382,2.102024594,0
0.204245185,0.920318673,0.314902008,4.609749206,0.75948281,2.103512533,0
0.204393245,0.920951174,0.317333208,4.616325968,0.760239276,2.102845523,0
0.204442072,0.921568888,0.31941649,4.621962251,0.762209503,2.099294475,0
0.204450936,0.922289832,0.321759348,4.627009651,0.76630345,2.093296364,0
0.204436088,0.923019126,0.323819239,4.631452542,0.770212467,2.086392384,0
0.204412569,0.923662617,0.325505912,4.635316728,0.774304104,2.080038659,0
0.204406607,0.924165529,0.327110004,4.638848109,0.776252907,2.075795936,0
0.204370648,0.924483457,0.329070829,4.64138449,0.777721988,2.075933085,0
0.204291468,0.924695448,0.330842286,4.64241754,0.780041706,2.080573348,0
0.204224902,0.924889448,0.331832942,4.64255343,0.782553855,2.087524464,0
0.204195522,0.925009321,0.333575923,4.641662666,0.786461176,2.094256071,0
0.204255166,0.925113556,0.335202087,4.640157539,0.788001295,2.098565975,0
0.204484951,0.925205502,0.33739569,4.638135122,0.788680104,2.100656211,0
0.20488779,0.925356733,0.34118844,4.636048833,0.787774816,2.102689918,0
0.205359233,0.925550772,0.345446909,4.633912879,0.786203032,2.104988539,0
0.205776952,0.925694684,0.348242788,4.631363633,0.78570364,2.107695966,0
0.206026357,0.925727879,0.350044051,4.628191327,0.785646787,2.111056658,0
0.206145809,0.925667875,0.350377866,4.624570928,0.786418483,2.115421043,0
0.206248902,0.925588123,0.351558544,4.620950953,0.787473502,2.120836162,0
0.206335951,0.925514566,0.351153183,4.61745001,0.787479723,2.127216598,0
0.206399078,0.925441037,0.350603312,4.614067553,0.786771346,2.134395938,0
0.206434019,0.925368141,0.350619735,4.610817289,0.78573493,2.142252534,0
0.206440022,0.925315648,0.350415342,4.607747251,0.785774168,2.150761658,0
0.206408819,0.925268968,0.350367844,4.604823443,0.786238855,2.159736421,0
0.194422216,0.755674026,0.32368592,6.16592127,0.919424448,1.91893853,1
0.194184092,0.756385728,0.326903754,6.174471331,0.920323269,2.022040216,1
0.194034022,0.757139135,0.330503587,6.182707419,0.921296338,2.116046805,1
0.19397253,0.757909135,0.334285938,6.190356058,0.921620296,2.193306602,1
0.194003761,0.758685966,0.338418396,6.197271236,0.921581176,2.246206073,1
0.194123287,0.759433561,0.34205158,6.203264873,0.921008239,2.266896963,1
0.194417177,0.760236726,0.347588833,6.207523426,0.918834819,2.26802254,1
0.194903232,0.761184865,0.353054931,6.21028378,0.914714172,2.267956985,1
0.19546281,0.762184745,0.358988597,6.212471561,0.909856375,2.267221453,1
0.195964825,0.763106269,0.363813936,6.214768569,0.906564593,2.266152499,1
0.19628943,0.763877042,0.365839756,6.218308934,0.904738069,2.265180732,1
0.196426581,0.764884568,0.365303888,6.225155283,0.908681379,2.264304235,1
0.196496707,0.766415838,0.364991203,6.235853072,0.91515665,2.262875484,1
0.196518042,0.768016183,0.363372553,6.247079382,0.923670729,2.259730743,1
0.196537408,0.769342816,0.362546652,6.256248554,0.932659352,2.254093682,1
0.196588267,0.770010821,0.362842767,6.260736248,0.937195924,2.244914288,1
0.196713129,0.77018534,0.364132028,6.261818888,0.941132796,2.196386688,1
0.196930313,0.770414381,0.367760828,6.263549413,0.944449122,2.096837166,1
0.197180197,0.770660786,0.372471215,6.265571833,0.947989639,1.980933302,1
0.197399522,0.770877327,0.378055009,6.267259288,0.950796139,1.883427985,1
0.197541402,0.771083777,0.381185199,6.26871788,0.955034797,1.839167894,1
0.197616697,0.771251248,0.384078321,6.269781851,0.958495933,1.833472433,1
0.197710652,0.771522442,0.388199373,6.271652797,0.964145063,1.828883062,1
0.197800662,0.771820612,0.390826429,6.273678758,0.971257108,1.825345754,1
0.197891957,0.772175463,0.394866556,6.276019871,0.979328607,1.823080077,1
0.197978011,0.772567541,0.397997794,6.278538229,0.987998389,1.822172282,1
0.198041663,0.772947707,0.40110756,6.280932419,0.999098544,1.822573101,1
0.198093692,0.773376024,0.404033163,6.283677861,1.00890084,1.824514659,1
0.192442905,0.711719404,0.141317184,2.57868756,0.457313213,2.155621175,0
0.192023598,0.711948389,0.137634746,2.57941418,0.455813346,2.164656016,0
0.191616288,0.712173274,0.134423605,2.580416618,0.454342393,2.168940243,0
0.191241477,0.712405391,0.131542106,2.581866595,0.453152442,2.169177536,0
0.190914642,0.712613399,0.128972829,2.583421839,0.451527079,2.166414745,0
0.190653268,0.712770746,0.12677726,2.58461523,0.450765248,2.162160005,0
0.190360094,0.712861993,0.125118811,2.585250888,0.449458845,2.152968217,0
0.189986346,0.712904309,0.12365022,2.585368433,0.448669397,2.136960961,0
0.189625737,0.712962675,0.122542059,2.585498089,0.447130257,2.116878906,0
0.189366803,0.713054707,0.121564249,2.585712015,0.445515604,2.095883307,0
0.189302762,0.713226843,0.121397697,2.586238358,0.445075604,2.077050131,0
0.189542995,0.713486788,0.122517344,2.58721496,0.446003891,2.051013086,0
0.190060857,0.713829739,0.124967404,2.588446233,0.449121936,2.013220858,0
0.190729487,0.714248022,0.128429713,2.590005699,0.452977468,1.973231624,0
0.191403071,0.714621503,0.131622104,2.59121607,0.456118719,1.941172294,0
0.191950004,0.714894148,0.135408287,2.591654697,0.458584361,1.926991326,0
0.192447353,0.71505265,0.139444532,2.591271871,0.461324372,1.932294657,0
0.19301812,0.715133034,0.143598129,2.590271739,0.464850196,1.947668387,0
0.193609095,0.715228476,0.148042663,2.589342034,0.468273881,1.966586263,0
0.194142508,0.71531913,0.152224029,2.588415905,0.473198633,1.982901398,0
0.194562857,0.715465857,0.155273098,2.587831191,0.476499268,1.990294822,0
0.194914865,0.715653965,0.157349929,2.587683306,0.479966737,1.990835829,0
0.195291853,0.715869767,0.159679211,2.587736622,0.48400383,1.990613213,0
0.195690395,0.716129133,0.16229146,2.588200568,0.488025659,1.989048773,0
0.196100982,0.716425565,0.163622851,2.588934229,0.491349037,1.985973696,0
0.196524585,0.716773575,0.164967954,2.589916693,0.496236098,1.981193301,0
0.196949497,0.717165523,0.166348088,2.59121933,0.499895098,1.974355521,0
0.197364768,0.717591363,0.167047141,2.592812824,0.504359712,1.96498794,0
0.357271772,1.139508715,0.688709261,6.814155808,2.128077257,1.404956002,1
0.357777694,1.142420257,0.69137136,6.81468859,2.178210539,1.440457979,1
0.358273229,1.14516579,0.69396105,6.816470992,2.224163876,1.472932048,1
0.358720008,1.147570139,0.698178691,6.818326762,2.261818009,1.501012618,1
0.359051302,1.149377744,0.702618947,6.818650975,2.290779185,1.52315715,1
0.359224113,1.150420536,0.707350163,6.816058859,2.309022016,1.538013795,1
0.359349303,1.15099645,0.714311634,6.812275992,2.319620327,1.544796717,1
0.35956715,1.151590091,0.72497691,6.810060173,2.329013849,1.545274668,1
0.359835661,1.152157274,0.738296196,6.809245252,2.338022664,1.542303741,1
0.360102763,1.152669489,0.751760772,6.809899733,2.343374868,1.538513527,1
0.360332597,1.153120737,0.764556895,6.812291137,2.343892716,1.536482027,1
0.360689768,1.153826314,0.778787677,6.840197655,2.322332495,1.527198002,1
0.361261545,1.15494856,0.796081267,6.902274215,2.271420383,1.505530529,1
0.361900675,1.156228353,0.815390023,6.975890754,2.206237448,1.479997872,1
0.362430152,1.15733478,0.832907671,7.037717585,2.143416712,1.458973874,1
0.362692243,1.157933132,0.844885958,7.064532273,2.101477655,1.450883594,1
0.362635326,1.158176253,0.855296275,7.053433599,2.074566907,1.459230995,1
0.362396142,1.158400517,0.864460284,7.023575413,2.044542339,1.478090267,1
0.362078566,1.158562792,0.872634045,6.986595299,2.018357656,1.501922837,1
0.361799753,1.15865254,0.879940707,6.954134833,2.002730762,1.525189373,1
0.361660789,1.158570853,0.884639935,6.937078409,2.001507487,1.542304026,1
0.361582381,1.158263539,0.888601045,6.930864123,2.013359909,1.554372723,1
0.361429249,1.157693396,0.892744383,6.923867857,2.0340932,1.565849272,1
0.361208724,1.15687475,0.896443388,6.916193312,2.065105991,1.576681661,1
0.360932614,1.15582472,0.899459133,6.908150319,2.103903518,1.586865887,1
0.360620231,1.154582129,0.901627195,6.899990658,2.152177796,1.59638797,1
0.360303146,1.1532397,0.903111675,6.892254173,2.20954177,1.605376527,1
0.359990804,1.151790301,0.903106014,6.884912991,2.276765544,1.613586336,1
0.360488564,1.129134447,0.700090525,6.52529437,2.133236149,1.352910164,1
0.361195682,1.132646913,0.704108748,6.519968278,2.185893106,1.392997456,1
0.361892513,1.135935542,0.708000818,6.513663308,2.235080411,1.430157923,1
0.362523972,1.138790261,0.713707948,6.505451924,2.275938891,1.462686464,1
0.363000615,1.140926531,0.71950817,6.494057205,2.308155025,1.488673107,1
0.363259443,1.142136995,0.725293784,6.478469081,2.32889826,1.50630991,1
0.363434883,1.142788111,0.733481149,6.45637984,2.343328213,1.51942273,1
0.363708866,1.143479718,0.74609162,6.430589826,2.359423638,1.532103804,1
0.364029574,1.14414088,0.76155196,6.406341833,2.375713857,1.54301173,1
0.364343097,1.144737027,0.777321986,6.389211373,2.386831061,1.55070728,1
0.364608738,1.145252627,0.791917664,6.384728149,2.388356001,1.553825581,1
0.364995091,1.145960576,0.808347382,6.417576085,2.360694268,1.543208539,1
0.365601685,1.147003112,0.82823104,6.491120312,2.297017238,1.517320532,1
0.366273758,1.148157915,0.850375777,6.578489132,2.215742305,1.486346876,1
0.366823718,1.149127127,0.870439749,6.652205803,2.137956715,1.460323977,1
0.367078393,1.149604444,0.884259278,6.684743125,2.086480128,1.449450516,1
0.366968575,1.149699543,0.896382706,6.681045683,2.056730319,1.45395798,1
0.366635315,1.149731306,0.906580126,6.667900351,2.027428998,1.464827412,1
0.366203924,1.149689315,0.915571887,6.650490525,2.003807513,1.478266544,1
0.365813054,1.149595727,0.923455066,6.634350116,1.991759024,1.490525015,1
0.365597517,1.149425142,0.928042681,6.624616879,1.993151133,1.497866975,1
0.36546378,1.149079064,0.931934608,6.61950319,2.007702912,1.501283772,1
0.365245213,1.148472992,0.935759514,6.614106598,2.032422348,1.504313939,1
0.364942249,1.14759315,0.939175531,6.608197992,2.068834852,1.506864441,1
0.364576752,1.146474516,0.941660808,6.602040546,2.114377222,1.508926379,1
0.364163201,1.145129802,0.943206199,6.59569131,2.170633606,1.51043437,1
0.363742634,1.143668679,0.943990607,6.589756626,2.237198384,1.511464753,1
0.363326333,1.142097012,0.943081004,6.584301177,2.315142073,1.511935142,1
0.255762124,0.945388562,0.538327253,5.357604224,0.790296592,1.709915666,1
0.255935488,0.945484616,0.544497211,5.356666297,0.792970881,1.714559631,1
0.256090023,0.945640753,0.551231219,5.356392949,0.796979768,1.721153159,1
0.256215772,0.945818849,0.558079785,5.35646383,0.800853136,1.729196874,1
0.256308237,0.945989932,0.564511109,5.356489549,0.803947837,1.738368095,1
0.256362599,0.946142044,0.571196718,5.356551477,0.808691541,1.748054306,1
0.256396828,0.946396906,0.578680294,5.357533464,0.81562461,1.768455727,1
0.256410731,0.94671671,0.586002516,5.358961718,0.822941034,1.803538169,1
0.256415445,0.947070502,0.594088059,5.360613169,0.831917403,1.843518041,1
0.256412465,0.947350172,0.600741476,5.361665939,0.839701616,1.878918192,1
0.256412697,0.947524338,0.60822149,5.36201077,0.846521064,1.899831457,1
0.256434923,0.946854696,0.614002669,5.361798429,0.852695069,1.909184339,1
0.256481213,0.945071797,0.620671837,5.360812359,0.858791142,1.917046464,1
0.256542575,0.942933299,0.62644038,5.359733407,0.865535058,1.923677484,1
0.25658172,0.941062062,0.633218463,5.358172482,0.87256197,1.929278914,1
0.25658895,0.940236253,0.63882811,5.356742028,0.878865167,1.934075109,1
0.25652839,0.94013733,0.644814763,5.355539455,0.886142941,1.939116653,1
0.256439933,0.940089897,0.651669563,5.354860456,0.895081944,1.94523685,1
0.256326498,0.940000123,0.658033817,5.35399998,0.903645838,1.950767974,1
0.256238653,0.939938658,0.664675296,5.353177971,0.910742691,1.954448944,1
0.256200594,0.939911472,0.667758464,5.352375792,0.913642864,1.954838422,1
0.256221453,0.939936204,0.669634515,5.35175982,0.913810896,1.950263399,1
0.256269023,0.939929655,0.671954726,5.350918402,0.914498373,1.940298873,1
0.256353576,0.939908882,0.67278705,5.349689685,0.914286976,1.925424057,1
0.256478987,0.939861216,0.673911121,5.347640774,0.912596541,1.906361506,1
0.256626962,0.939757544,0.674850171,5.344587182,0.910997776,1.883372276,1
0.256783352,0.93971567,0.674726648,5.342174907,0.907326336,1.85580848,1
