Schizophrenia (%),Bipolar disorder (%),Eating disorders (%),Anxiety disorders (%),Drug use disorders (%),Alcohol use disorders (%),Depression
0.163145519,0.625185314,0.103094211,2.896021581,0.433139898,0.921129613,1
0.163123223,0.625259244,0.102911392,2.8956757,0.432739841,0.923151187,1
0.16326777,0.625312071,0.103317505,2.895041084,0.432742367,0.924807666,1
0.163564139,0.62533983,0.104101661,2.894212556,0.433344644,0.926417189,1
0.163937036,0.62534315,0.105323997,2.893181877,0.433662183,0.927950927,1
0.164312825,0.625330622,0.10688067,2.892002186,0.434194573,0.929385842,1
0.164614815,0.625299201,0.108164286,2.890632636,0.434362829,0.930721577,1
0.164917467,0.625219115,0.109827758,2.888633832,0.434811304,0.932704322,1
0.165303909,0.625087242,0.110870855,2.885874592,0.435464389,0.935682621,1
0.165711455,0.624952091,0.112841922,2.882957734,0.436013246,0.938902686,1
0.166075953,0.624853918,0.114090349,2.880488848,0.437005803,0.94157332,1
0.166341764,0.62486193,0.115445194,2.879161116,0.438421591,0.942996868,1
0.166545679,0.624954451,0.116408417,2.87878427,0.439667082,0.943489617,1
0.166766279,0.625093212,0.117700696,2.878809082,0.44202085,0.943892759,1
0.167000698,0.625285898,0.118882677,2.879283708,0.444521179,0.944175215,1
0.167246586,0.625542361,0.119501163,2.880277048,0.446536319,0.944296033,1
0.167499467,0.625866656,0.120668391,2.88184237,0.449877213,0.944221808,1
0.167757352,0.626272066,0.121372405,2.884070751,0.453680171,0.943932031,1
0.16801937,0.626774721,0.122128894,2.88704925,0.457399959,0.943401227,1
0.195417603,0.773780469,0.302799307,6.188496521,0.97166465,2.204169283,1
0.195386292,0.774998728,0.307653704,6.193298042,0.950466606,2.221127571,1
0.195418732,0.776135847,0.312014921,6.197260615,0.934532339,2.241897899,1
0.195512865,0.777204883,0.316492886,6.20081376,0.922146553,2.265665362,1
0.195657522,0.778150865,0.321114828,6.20389385,0.916750826,2.291568927,1
0.195826446,0.778858084,0.325281003,6.205818193,0.914464885,2.318593532,1
0.196162471,0.779682921,0.329678892,6.20979397,0.917760747,2.363794856,1
0.196724729,0.780868863,0.33409393,6.217643922,0.928282227,2.432906082,1
0.197355887,0.782117094,0.338922643,6.226700861,0.942661919,2.507668029,1
0.197918368,0.783208452,0.342980933,6.235085815,0.957998295,2.569807236,1
0.198268533,0.783901604,0.346537173,6.240662128,0.973455678,2.600849195,1
0.198442194,0.78435032,0.349738754,6.244696445,0.991586265,2.607819489,1
0.198606671,0.784939605,0.353414821,6.250227115,1.01316063,2.61088747,1
0.198755175,0.785541025,0.355963363,6.255864462,1.038053455,2.610771935,1
0.198882086,0.786039788,0.359323858,6.260464538,1.062721333,2.607967184,1
0.198995932,0.786372801,0.362414146,6.263250997,1.085842766,2.603207351,1
0.199123905,0.786616502,0.366387089,6.264954803,1.107557059,2.585168162,1
0.199288018,0.786921906,0.370710508,6.267106829,1.127773152,2.549869241,1
0.199466094,0.787250955,0.375273629,6.269483768,1.148069772,2.508825999,1
0.199636158,0.787584559,0.38019858,6.271931559,1.164654094,2.473530227,1
0.199764769,0.787847349,0.385166182,6.273743977,1.178620652,2.455430644,1
0.199889513,0.788092908,0.389265427,6.274701443,1.191402513,2.450118701,1
0.200063224,0.788400257,0.393259654,6.275085459,1.202907343,2.44571596,1
0.200286588,0.788786553,0.398023606,6.275240544,1.215019462,2.442651403,1
0.200535322,0.789183214,0.402023526,6.274800553,1.226406329,2.441051384,1
0.200818591,0.789643741,0.406375338,6.274265157,1.237329565,2.441463061,1
0.201113352,0.790094036,0.411006486,6.273138173,1.247607125,2.444072775,1
0.201430397,0.790591417,0.416122857,6.272084313,1.257150396,2.449470218,1
0.318923523,0.314534531,0.085917802,3.128625545,1.147396726,0.981807356,1
0.319390931,0.314987111,0.087021184,3.132285583,1.155387681,1.006175181,1
0.319878286,0.315466138,0.088182866,3.137312135,1.161279587,1.030312367,1
0.320380758,0.31596144,0.089404907,3.143258022,1.165176007,1.052846423,1
0.320883246,0.316451557,0.090790032,3.149543999,1.16772612,1.072372971,1
0.321347182,0.316898185,0.092206985,3.155898325,1.16867494,1.087231791,1
0.321799203,0.317306766,0.093818837,3.178563172,1.165593625,1.102867608,1
0.322268115,0.317705921,0.095770805,3.22384161,1.157256344,1.122993357,1
0.32275633,0.318106386,0.097930116,3.276265732,1.145215007,1.143543692,1
0.323259261,0.318512812,0.10017664,3.320115508,1.132411192,1.160306299,1
0.323762377,0.318915204,0.102479507,3.33978392,1.120489662,1.168854466,1
0.324377623,0.319432415,0.104750078,3.330393924,1.108134276,1.168667293,1
0.325156815,0.320103576,0.107441661,3.303749733,1.093777348,1.164186948,1
0.326011926,0.320815777,0.110202848,3.269052538,1.078632191,1.15840998,1
0.326817729,0.32143519,0.11318204,3.235555293,1.064846914,1.154194764,1
0.32741617,0.321785426,0.116110344,3.212888232,1.054821377,1.154230139,1
0.328007264,0.321984283,0.119187555,3.199774489,1.046925124,1.162915365,1
0.3288186,0.322215554,0.122403275,3.187971101,1.040608225,1.179535185,1
0.329740088,0.322423381,0.12585358,3.176508164,1.035720864,1.199069894,1
0.330649139,0.322561457,0.129427112,3.164576558,1.033862925,1.216364994,1
0.331409214,0.322563715,0.132948864,3.151692447,1.034345182,1.226153195,1
0.332100612,0.322469628,0.136489266,3.137423638,1.037749458,1.229909108,1
0.332898337,0.322355148,0.140075437,3.121832694,1.044063722,1.232653992,1
0.333800589,0.322233381,0.143960538,3.104979575,1.052717995,1.234203424,1
0.334795561,0.322124309,0.147675622,3.087059177,1.064055727,1.234217946,1
0.335852043,0.322019692,0.151513482,3.068530781,1.078275235,1.232189991,1
0.336980932,0.321948901,0.155511001,3.049822826,1.094714128,1.227792875,1
0.338174073,0.32190603,0.159587521,3.030968888,1.113943153,1.220902816,1
0.198016301,0.749228081,0.209751358,2.617823404,0.948444958,1.409241458,0
0.198541435,0.749668299,0.210789148,2.618355752,0.944917585,1.425828884,0
0.198989121,0.750068871,0.211633784,2.619851628,0.942951443,1.443448324,0
0.199349177,0.750434035,0.212430931,2.621955206,0.940978575,1.461914727,0
0.199610573,0.750772441,0.21324929,2.624420225,0.939766707,1.480987122,0
0.199767212,0.751102928,0.214246683,2.627117094,0.93876636,1.500452487,0
0.199772144,0.751299472,0.214839158,2.63720832,0.939719234,1.524376252,0
0.199648603,0.751343316,0.215245003,2.657379091,0.940090903,1.553399524,0
0.199478129,0.751342875,0.216007934,2.680772133,0.942270037,1.58208075,0
0.199342932,0.751411839,0.216347741,2.700629433,0.94542165,1.604951348,0
0.199347985,0.751741373,0.216957417,2.710432594,0.948915723,1.61676461,0
0.199472809,0.752258147,0.217260405,2.713043534,0.958026368,1.617726477,0
0.199641712,0.752865133,0.21851499,2.715981254,0.975614539,1.61357731,0
0.199854917,0.75355933,0.219405533,2.719057577,0.996259395,1.607600212,0
0.200099813,0.754304761,0.220616736,2.721999398,1.016964665,1.602936922,0
0.200364302,0.755098469,0.221816693,2.724835986,1.033643817,1.602384299,0
0.200737408,0.756220102,0.223240125,2.707041863,1.049039235,1.61850358,0
0.201283342,0.757862381,0.225743601,2.660420465,1.067932737,1.653700916,0
0.201927647,0.759762957,0.228527704,2.603088979,1.086935116,1.695587778,0
0.202566556,0.761556097,0.23159105,2.553083659,1.101677733,1.731433471,0
0.203093584,0.76286416,0.23501377,2.528589289,1.110995206,1.748519557,0
0.203550509,0.763773617,0.237897483,2.523272232,1.110854445,1.751943691,0
0.204063142,0.764690668,0.24113696,2.518935153,1.110949855,1.755161311,0
0.204627439,0.765610889,0.244726613,2.515702664,1.110398687,1.757899705,0
0.205233678,0.766513663,0.248563588,2.513603035,1.105642599,1.759880574,0
0.205873756,0.76738253,0.252132836,2.512714438,1.09801052,1.760847455,0
0.206534699,0.768184173,0.256028316,2.513075358,1.087434206,1.760478012,0
0.207210793,0.768913491,0.260257217,2.514802773,1.075525939,1.758512404,0
0.16972049,0.649879306,0.116612793,3.57646049,0.472951157,1.493623822,1
0.169770207,0.65038593,0.115816732,3.58540156,0.475373749,1.493965102,1
0.169777214,0.650817638,0.115197087,3.592859163,0.477422908,1.493988519,1
0.169749303,0.65115516,0.114321398,3.598699675,0.479155924,1.49381253,1
0.169704205,0.651417838,0.113677641,3.602952819,0.480533089,1.493640055,1
0.169650573,0.651586783,0.112896436,3.605461892,0.481504075,1.493584243,1
0.169460615,0.651563308,0.11237886,3.60581275,0.48132737,1.492278273,1
0.169079905,0.651310074,0.111777298,3.603906129,0.482252475,1.489149154,1
0.168646806,0.650985386,0.111252181,3.600917416,0.481973544,1.485331434,1
0.16830267,0.650768044,0.111224462,3.598285082,0.48208339,1.481911645,1
0.168173455,0.650782468,0.110125486,3.597143623,0.483216501,1.479875372,1
0.168283988,0.651101902,0.110260119,3.597365142,0.482699664,1.478492575,1
0.168562732,0.651785066,0.110719202,3.598786816,0.482855439,1.477202993,1
0.168919709,0.652666257,0.110854026,3.601025269,0.48336914,1.476373563,1
0.169254489,0.653539975,0.111162493,3.603409406,0.484206885,1.476321625,1
0.169450591,0.654141586,0.111239892,3.605075755,0.484327092,1.47722035,1
0.169487533,0.654479504,0.110849493,3.60536119,0.485024121,1.480851342,1
0.169443488,0.654729679,0.110573973,3.604683339,0.486492478,1.487350975,1
0.169363726,0.654924193,0.110244313,3.603663305,0.488530661,1.494746897,1
0.169300336,0.655120537,0.110217804,3.603280941,0.489599405,1.501032116,1
0.169298629,0.655351906,0.109945033,3.604182195,0.491170539,1.504218616,1
0.169352415,0.655653771,0.10998104,3.606589651,0.492758751,1.505319946,1
0.16942657,0.656040246,0.109855535,3.610397016,0.49439888,1.50641479,1
0.169529101,0.656531671,0.110158339,3.61560371,0.496100833,1.507553528,1
0.169655108,0.657098825,0.11017667,3.622063278,0.497575039,1.508562283,1
0.169814827,0.657772814,0.11029759,3.629923801,0.500299494,1.509386683,1
0.17001251,0.658561836,0.110783507,3.639198514,0.502297332,1.50991688,1
0.170251723,0.659469465,0.110911467,3.649877002,0.505442971,1.509998328,1
0.166192981,0.609218163,0.14819734,3.259241862,0.604202309,1.585378815,1
0.166188441,0.609276993,0.147394886,3.260755524,0.61318355,1.58828295,1
0.16615667,0.609345157,0.146490683,3.261965051,0.62020982,1.589918527,1
0.16610572,0.609411356,0.145529764,3.262830735,0.625635295,1.590477243,1
0.166051553,0.609490409,0.144899833,3.263328443,0.62789006,1.590329334,1
0.166001326,0.609564777,0.144367956,3.263341911,0.628853411,1.589719669,1
0.165867886,0.609660393,0.144043558,3.262720076,0.627680839,1.585519072,1
0.165606111,0.609780867,0.143133923,3.262031864,0.623193308,1.575338557,1
0.165310508,0.609919408,0.14273203,3.261370398,0.615994807,1.561780128,1
0.165071647,0.610037111,0.142055667,3.260260962,0.608807463,1.547771879,1
0.164978721,0.610128381,0.141913821,3.259427095,0.602620443,1.535301621,1
0.165066612,0.610246679,0.14181231,3.25937588,0.597986123,1.522774736,1
0.16526403,0.610410445,0.142888831,3.259930927,0.592906209,1.508359582,1
0.165510401,0.610577936,0.143734079,3.260615816,0.587801567,1.494000063,1
0.165751201,0.610733657,0.144922773,3.261052885,0.582801219,1.481739609,1
0.165928459,0.610852366,0.145721506,3.260832169,0.577645433,1.473605633,1
0.166115927,0.611018539,0.146724601,3.260342028,0.572600119,1.468798127,1
0.166395513,0.61130327,0.148339158,3.260288745,0.566517472,1.465012067,1
0.166718818,0.611645629,0.15005739,3.260509763,0.561382546,1.462167871,1
0.167037478,0.611984209,0.15138996,3.26084322,0.556502379,1.460144654,1
0.167300309,0.612248551,0.152603382,3.26104468,0.554912714,1.458803134,1
0.167538195,0.612448546,0.15373221,3.26117399,0.554568072,1.457627091,1
0.167824632,0.612687997,0.155085832,3.261823921,0.555208522,1.456265068,1
0.168149507,0.612950315,0.156226683,3.262856362,0.555746438,1.454755968,1
0.168510166,0.613245476,0.157748357,3.264258431,0.556660972,1.453202118,1
0.168901568,0.613573135,0.158622253,3.266040646,0.557215751,1.451650117,1
0.169321779,0.613946658,0.160297934,3.268246018,0.559066054,1.45017571,1
0.169760115,0.614345498,0.161674795,3.270744943,0.56030569,1.448790478,1
0.206258225,0.826953062,0.232200646,2.860568722,0.716318865,1.402713116,0
0.206703605,0.827448431,0.23325327,2.862908875,0.716742542,1.40336634,0
0.207099663,0.827843734,0.23444128,2.864883406,0.717436701,1.404308106,0
0.207431839,0.828145667,0.235543635,2.866461292,0.717954896,1.405625311,0
0.207688469,0.828366197,0.23698214,2.86754923,0.717728069,1.407365806,0
0.207845843,0.828482164,0.237681355,2.868091164,0.717882875,1.409576384,0
0.207906634,0.828363984,0.239148961,2.867732422,0.717849528,1.412444014,0
0.20791097,0.828017267,0.240589263,2.866657916,0.718138517,1.415829472,0
0.207899042,0.827644089,0.241943249,2.865576226,0.717803097,1.419239589,0
0.207911669,0.827447617,0.243599475,2.865196052,0.717786095,1.422174551,0
0.20799898,0.827665189,0.245248779,2.866379523,0.718438845,1.424280817,0
0.208179443,0.828321589,0.2474935,2.869181641,0.721526591,1.4255422,0
0.208440827,0.829302922,0.249177999,2.873214587,0.725504813,1.426460245,0
0.208748554,0.83047763,0.251286398,2.878038869,0.730521084,1.427217068,0
0.209071493,0.831720327,0.253327161,2.883204276,0.735855413,1.428057406,0
0.209371658,0.832882168,0.25575808,2.888144882,0.739404592,1.429178973,0
0.20972397,0.834118707,0.258018394,2.893423997,0.742178145,1.431638972,0
0.210182911,0.835587588,0.260834422,2.899578321,0.745166886,1.435701552,0
0.210682997,0.83712522,0.263407791,2.905984159,0.748524368,1.440379284,0
0.21114321,0.838509591,0.266173957,2.911824771,0.75234228,1.444608501,0
0.21148009,0.839512558,0.268952226,2.916323739,0.755352666,1.447221751,0
0.211746131,0.84023432,0.271259722,2.919845246,0.758040029,1.448878245,0
0.212047558,0.840920587,0.274112235,2.923150085,0.76070023,1.451098017,0
0.212385178,0.841594697,0.276924671,2.926328113,0.764172768,1.453981757,0
0.212741662,0.842209246,0.280281758,2.929240315,0.767239644,1.457501852,0
0.213118059,0.842787775,0.283686716,2.932008829,0.771106644,1.46175394,0
0.213501116,0.843298679,0.286636123,2.934540313,0.775518765,1.466738785,0
0.213890053,0.843752675,0.289341842,2.936829335,0.778956239,1.472594365,0
0.168329122,0.614400398,0.13369451,2.859024628,0.462911051,0.999970572,1
0.168242661,0.614429817,0.132407274,2.857871541,0.469036172,1.004325223,1
0.168154214,0.614461036,0.130660772,2.857175608,0.474179697,1.008299838,1
0.168069341,0.614486248,0.129948853,2.8568801,0.479066881,1.011786456,1
0.167994764,0.614499969,0.128867672,2.856865373,0.482536764,1.014721269,1
0.167938406,0.61450592,0.128668764,2.857203656,0.48539936,1.016999242,1
0.167876759,0.614551007,0.128414212,2.858438612,0.487649902,1.019163857,1
0.167795054,0.614670901,0.128401925,2.860683991,0.489298291,1.021604146,1
0.167704407,0.61482015,0.128837967,2.863230983,0.490698496,1.023918712,1
0.167618541,0.614957192,0.128533196,2.865320142,0.492368741,1.025773882,1
0.16755514,0.615061331,0.128377964,2.866449931,0.494119707,1.026726262,1
0.167496974,0.615241032,0.128090348,2.867126288,0.49585919,1.026322022,1
0.167426497,0.615566873,0.128270433,2.868053493,0.498573431,1.024816104,1
0.167359314,0.615957286,0.127798919,2.869043265,0.50227219,1.022806177,1
0.16730637,0.616307667,0.12748811,2.869717624,0.504157569,1.020960918,1
0.167276528,0.616512758,0.127146816,2.869806719,0.505435081,1.019772774,1
0.167263312,0.616590124,0.127043478,2.868773597,0.505525101,1.019676245,1
0.16726311,0.616652214,0.126595437,2.866797505,0.505999125,1.020388647,1
0.167285005,0.616723948,0.126035913,2.864602912,0.504802427,1.021322311,1
0.167329814,0.616791353,0.125683868,2.862699366,0.504490624,1.021906909,1
0.167402508,0.61686806,0.12525962,2.861812262,0.503559022,1.021468512,1
0.167540997,0.617021963,0.12546545,2.862045054,0.503164499,1.020244558,1
0.167773902,0.61730355,0.126767387,2.862985386,0.503570282,1.018881269,1
0.16809761,0.617714413,0.127798696,2.864695393,0.503412765,1.017381906,1
0.1685057,0.618243327,0.129119697,2.867124513,0.503607801,1.015744986,1
0.168988888,0.61887646,0.131671947,2.870304362,0.503559184,1.013953668,1
0.169549233,0.619634776,0.13396142,2.874423935,0.50381887,1.012047147,1
0.170171182,0.620476935,0.136217032,2.879312053,0.503956745,1.009973842,1
0.204039313,0.715554113,0.193320812,3.439810415,0.666411168,2.03683783,1
0.203672757,0.71544053,0.189222092,3.440086695,0.675203853,2.032308201,1
0.203367802,0.715410759,0.185926782,3.440695185,0.685405787,2.027054571,1
0.203130329,0.715414468,0.183388432,3.441214414,0.694856435,2.021428126,1
0.202976001,0.715452258,0.18190806,3.441627194,0.704920843,2.015716086,1
0.202905104,0.715478525,0.181413234,3.441725759,0.714029925,2.010081729,1
0.202930773,0.715669469,0.18168716,3.442630717,0.725120986,1.995768597,1
0.203012851,0.716015536,0.182652891,3.443943375,0.739250452,1.97013697,1
0.203140996,0.716453099,0.184188157,3.445647777,0.753420181,1.941991019,1
0.203294946,0.716883077,0.185993756,3.447276966,0.765031043,1.920170397,1
0.203450811,0.717198402,0.187396633,3.448380818,0.770784845,1.91356347,0
0.20374127,0.717518949,0.189155403,3.450240406,0.771646795,1.925441175,0
0.204229624,0.717945572,0.191231382,3.453108706,0.769639421,1.949004576,0
0.204802023,0.718415232,0.194509843,3.456405794,0.767247839,1.977218949,0
0.205345247,0.718847875,0.196991323,3.459218186,0.765029001,2.003225769,0
0.20574653,0.719178752,0.199561869,3.460759834,0.765490508,2.020114602,0
0.206102747,0.719413131,0.202308323,3.461085793,0.766326494,2.03355062,0
0.206545651,0.719628702,0.205238598,3.460683019,0.766384049,2.05180821,0
0.206993378,0.719851516,0.207746603,3.460137104,0.765878043,2.070468621,0
0.207353309,0.720025198,0.210203261,3.45941752,0.763320922,2.085340868,0
0.207556552,0.720188408,0.211971563,3.458796318,0.761192384,2.092608586,0
0.207639091,0.720291106,0.21320466,3.457981309,0.758236541,2.094399737,0
0.207708651,0.720378909,0.214552852,3.45682513,0.753904117,2.09571944,0
0.207751602,0.720441702,0.215633905,3.455337418,0.748641037,2.096024943,0
0.207761639,0.720479292,0.216748459,3.453567271,0.741256639,2.094955251,0
0.20774297,0.720525328,0.217080273,3.451753636,0.732888757,2.092207431,0
0.207679083,0.720549178,0.217598673,3.44981566,0.723466675,2.087460354,0
0.207565418,0.720555576,0.217975136,3.447605933,0.713971201,2.080532342,0
0.203021455,0.939340566,0.236546766,4.610679876,0.758789878,1.530171494,1
0.202552668,0.939495295,0.231708077,4.612675655,0.758808268,1.542445187,1
0.202104801,0.939619932,0.227690763,4.614402556,0.758922726,1.554653523,1
0.201705577,0.939732358,0.224334543,4.615893723,0.758792924,1.566298581,1
0.201380709,0.939821968,0.221394902,4.617062763,0.758675576,1.576837934,1
0.201152218,0.939872241,0.219316566,4.61764104,0.758706691,1.585755469,1
0.200897556,0.93973225,0.217711613,4.616229435,0.758741435,1.594654272,1
0.200546981,0.939410367,0.216183651,4.612836056,0.7577432,1.604790709,1
0.20018306,0.939017752,0.214702627,4.608731734,0.756026449,1.615054412,1
0.199900737,0.938711569,0.213989706,4.605355794,0.75524419,1.62448953,1
0.199786598,0.938618274,0.213840043,4.604015432,0.754770784,1.632071009,1
0.199859344,0.938814767,0.214536136,4.604782696,0.755037436,1.63849784,1
0.200049755,0.939243092,0.216167676,4.606656143,0.756572688,1.645045772,1
0.200303995,0.93976912,0.219002621,4.609031035,0.756711703,1.651470161,1
0.200574415,0.940280084,0.222049915,4.611342297,0.758236307,1.657634143,1
0.200802244,0.940620891,0.22515444,4.612845391,0.759238711,1.663283355,1
0.201124705,0.940840965,0.228697834,4.613763123,0.758903163,1.671258284,1
0.201654562,0.94116518,0.232985963,4.615156428,0.759316812,1.682969975,1
0.202253838,0.941506167,0.238318865,4.616635912,0.759724485,1.695703882,1
0.202795091,0.941827588,0.242274227,4.618012717,0.760400048,1.70681795,1
0.203149594,0.942086283,0.246361147,4.619098387,0.761990545,1.713641391,1
0.203371668,0.942296865,0.249340158,4.619900471,0.762393445,1.717483479,1
0.203593506,0.942497239,0.252209861,4.620629449,0.764179875,1.721256207,1
0.203809998,0.942693151,0.254452173,4.621387739,0.766543826,1.724807397,1
0.204008839,0.942851511,0.257502187,4.621935761,0.769209613,1.728005558,1
0.20419531,0.943017797,0.259616918,4.622527225,0.771342322,1.730818188,1
0.204360433,0.943172376,0.261384301,4.623062511,0.774737336,1.733104767,1
0.204500994,0.943329309,0.263159253,4.62359397,0.777999682,1.734783347,1
0.250778741,0.936475078,0.42106816,5.266600655,0.5766647,1.052331067,1
0.251213889,0.936922572,0.424622389,5.266297893,0.577772023,1.051748181,1
0.251593323,0.937343336,0.428188151,5.266246167,0.57865603,1.051669026,1
0.251897451,0.937725289,0.432448434,5.266378573,0.57931638,1.051756666,1
0.252130568,0.938098769,0.435954033,5.266901597,0.579185193,1.052049541,1
0.252274547,0.938402023,0.439459816,5.267513292,0.58011657,1.052485998,1
0.252327215,0.938645285,0.444388402,5.268623982,0.579812042,1.053919328,1
0.252311483,0.938844999,0.448008521,5.270376994,0.579339909,1.056705965,1
0.252264061,0.939051384,0.452708328,5.272602307,0.578845821,1.059905802,1
0.252219328,0.939284434,0.457358168,5.274987671,0.577347433,1.062609987,1
0.252219381,0.939578642,0.461734402,5.277392075,0.576925934,1.063982336,1
0.252311162,0.939380649,0.467293022,5.280321396,0.577174842,1.064237264,1
0.2524707,0.938393637,0.472866129,5.28382689,0.57595507,1.064235776,1
0.252665524,0.937187431,0.478806071,5.287899668,0.574391589,1.064308489,1
0.25284198,0.93625164,0.485156276,5.292027168,0.572462944,1.064651349,1
0.252946559,0.936057638,0.489926951,5.295528,0.571682303,1.065441135,1
0.25307534,0.936437972,0.495020311,5.298652644,0.569035493,1.070770353,1
0.253291396,0.936794057,0.500640989,5.301492631,0.565186949,1.081860843,1
0.253529772,0.937084044,0.505607374,5.303693902,0.560734758,1.094934704,1
0.253717904,0.937270027,0.509724581,5.305072164,0.557616879,1.106113964,1
0.253792525,0.937372725,0.510896968,5.305847553,0.556003742,1.111439028,1
0.253749355,0.937379682,0.510990343,5.305934387,0.556325282,1.112423165,1
0.253650525,0.937378594,0.510920973,5.305889286,0.557769686,1.113191279,1
0.253501858,0.937387745,0.511189537,5.305846395,0.560957737,1.113681414,1
0.253292366,0.937375281,0.51043485,5.305683119,0.564165357,1.113750378,1
0.253025789,0.937371369,0.510184662,5.305575188,0.568759308,1.113302825,1
0.252685862,0.937339145,0.509021075,5.30532477,0.574302586,1.112194887,1
0.252271954,0.937285429,0.506721279,5.304908404,0.58020757,1.110354263,1
0.206037765,0.715988639,0.209832491,3.439663793,0.756622533,1.856323788,0
0.206113155,0.716442022,0.208451673,3.441489295,0.760812334,1.863520037,0
0.206192034,0.716877452,0.208120517,3.443021977,0.764282646,1.86989782,0
0.206266658,0.71726252,0.207263218,3.444147777,0.769868822,1.87550047,0
0.206331804,0.717570698,0.206747628,3.444733042,0.775894621,1.880429432,0
0.206390736,0.717803442,0.206815576,3.444921895,0.781173785,1.884834636,0
0.206439921,0.717990808,0.207115742,3.444644625,0.792303837,1.886854244,0
0.206473046,0.718139211,0.208106709,3.443829443,0.809986336,1.886067502,0
0.20650906,0.718277448,0.20938836,3.442862751,0.831526261,1.884986764,0
0.206557768,0.718413177,0.210454372,3.442089975,0.851394378,1.886009625,0
0.20662622,0.718538823,0.211636015,3.441791472,0.865796581,1.891536559,0
0.206784665,0.718731237,0.212431822,3.443358316,0.875368809,1.909666658,0
0.207023397,0.718927001,0.214417179,3.446593307,0.883592571,1.941127445,0
0.207304186,0.719157741,0.21618011,3.45053305,0.89389168,1.97802684,0
0.207568333,0.719380703,0.218239102,3.453756643,0.900348431,2.012185639,0
0.207758987,0.71955629,0.220379869,3.454851914,0.905609412,2.035477993,0
0.207921387,0.719671563,0.222425769,3.454281525,0.907501101,2.054481947,0
0.20812653,0.719783924,0.225766578,3.453683058,0.907128919,2.078114659,0
0.208353822,0.71992975,0.228475556,3.453238981,0.905543017,2.101903754,0
0.2085514,0.720035215,0.231436372,3.452656042,0.903146519,2.120998836,0
0.208708376,0.720166381,0.233550114,3.452257456,0.903740313,2.13103996,0
0.208841745,0.720303501,0.234865013,3.451665829,0.907041842,2.134149209,0
0.208994965,0.720459411,0.236273753,3.450746491,0.912619219,2.135203854,0
0.209173499,0.72066017,0.237957844,3.449666781,0.921353661,2.133916095,0
0.209365137,0.720871838,0.239664192,3.448395653,0.931800036,2.129813418,0
0.209562481,0.721078227,0.240711639,3.446871671,0.946076309,2.122513101,0
0.209770297,0.721307938,0.24203338,3.445212802,0.961407563,2.11176644,0
0.209989062,0.721569535,0.242372761,3.443600991,0.978265047,2.097172456,0
0.159395324,0.619438893,0.108355189,3.237847775,0.518995096,1.412835044,1
0.158968145,0.619425917,0.105777736,3.239580486,0.522258786,1.409460286,1
0.158497696,0.61940822,0.10317433,3.24105564,0.524446194,1.405543878,1
0.15799857,0.619394223,0.100892023,3.242254938,0.526451761,1.401261709,1
0.157480369,0.619373629,0.098553087,3.243046735,0.527691483,1.396758616,1
0.156957333,0.619365382,0.096468339,3.243714308,0.528099758,1.392082711,1
0.156252303,0.619342905,0.093877895,3.243577978,0.52675739,1.38652279,1
0.15532224,0.619326784,0.091180594,3.243265288,0.523302357,1.379281907,1
0.154380688,0.619313154,0.088949322,3.242757907,0.519713789,1.371269221,1
0.153637771,0.619289497,0.086795063,3.242154286,0.515030479,1.36321945,1
0.153307261,0.619277477,0.084954076,3.242072857,0.511906122,1.355701977,1
0.153325462,0.6192098,0.084053773,3.241835865,0.509061327,1.347404641,1
0.153453821,0.619103468,0.08259426,3.241840249,0.505477498,1.337330414,1
0.153645175,0.61898635,0.081556856,3.241902265,0.502560854,1.327543406,1
0.153851968,0.618883692,0.080538439,3.241788492,0.499779422,1.320132528,1
0.154027342,0.618840467,0.080577356,3.241623249,0.49740862,1.317041517,1
0.154283756,0.618902619,0.080037806,3.240933162,0.495544461,1.318353868,1
0.154692593,0.619096515,0.080183532,3.240541469,0.494600772,1.321438523,1
0.155151936,0.619365175,0.079918763,3.240423355,0.494556562,1.325262599,1
0.155560761,0.619654647,0.080115378,3.240579939,0.493925284,1.328795698,1
0.155810209,0.619886529,0.080053665,3.241068904,0.494722415,1.330845986,1
0.155952915,0.620068785,0.080512186,3.241298914,0.495353795,1.332124515,1
0.156107447,0.620297848,0.081381079,3.241989146,0.49772994,1.33348997,1
0.156267493,0.620568068,0.08282869,3.243077132,0.500259405,1.334916584,1
0.156430762,0.620889846,0.084880312,3.244597153,0.502865265,1.336417093,1
0.156588021,0.621253654,0.087167236,3.246690625,0.507088356,1.337891978,1
0.156741106,0.621668459,0.089474234,3.248882075,0.511706496,1.339500813,1
0.156882785,0.622140919,0.092541978,3.25156993,0.517093641,1.341112729,1
0.236181928,1.012739656,0.482745391,5.309491815,0.878858853,1.49118798,1
0.236229077,1.012908048,0.482590433,5.310094333,0.878042822,1.507170673,1
0.236241318,1.013019232,0.482878109,5.31054383,0.875903773,1.524579931,1
0.236239223,1.013135986,0.48427355,5.310797961,0.872430149,1.542741732,1
0.236214394,1.013202943,0.485394973,5.310950638,0.871507421,1.56113571,1
0.23617875,1.013236436,0.486921962,5.310898676,0.870473602,1.579172637,1
0.236089751,1.013231874,0.489610078,5.310547335,0.868625584,1.600332054,1
0.235954055,1.013299074,0.494646922,5.310649364,0.863689674,1.626274074,1
0.235792448,1.013338449,0.499062484,5.310463337,0.857223879,1.653640752,1
0.23563776,1.013370653,0.504423828,5.310283239,0.853659256,1.678814668,1
0.235546064,1.013449507,0.508962317,5.310381831,0.850497427,1.698759505,1
